Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Guido Paulusma,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,81.42,83,180.0,190.0,195.0,,195.0,115.0,-125.0,-125.0,,115.0,235.0,-250.0,-250.0,,235.0,545.0,5,371.97,368.02,354.32,76.18,Yes,Netherlands,,KNKF-SP,IPF,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic
Coen Wijnia,M,SBD,Raw,24.5,24-34,24-39,Open,125.64,120+,207.5,217.5,230.0,,230.0,180.0,-190.0,-190.0,,180.0,235.0,247.5,-257.5,,247.5,657.5,1,372.04,374.29,358.01,74.93,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Sytske Bekker,F,SBD,Raw,28.5,24-34,24-39,Open,68.18,72,117.5,125.0,130.0,,130.0,75.0,77.5,-80.0,,77.5,145.0,152.5,155.0,,155.0,362.5,4,372.09,367.34,323.98,75.61,Yes,Netherlands,,KNKF-SP,IPF,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup
Li Hu,M,SBD,Raw,18.5,18-19,19-23,Open,82.65,83,205.0,-210.0,-210.0,,205.0,100.0,105.0,-107.5,,105.0,225.0,237.5,240.0,,240.0,550.0,16,372.18,368.05,354.11,76.3,Yes,Netherlands,,IPF,IPF,2018-07-09,Czechia,,Pilsen,3rd World University Powerlifting Cup
Whitney Nedd,F,SBD,Raw,21.5,20-23,19-23,Juniors,61.22,63,112.5,120.0,-125.0,,120.0,60.0,62.5,-65.0,,62.5,140.0,152.5,157.5,,157.5,340.0,2,372.18,373.22,329.67,75.8,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Sikko Schnoor,M,SBD,Raw,26.5,24-34,24-39,Open,90.56,93,215.0,-225.0,-225.0,,215.0,125.0,130.0,-135.0,,130.0,225.0,232.5,-237.5,,232.5,577.5,17,372.25,367.52,352.14,76.54,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Peter van der Mast,M,SBD,Raw,36.5,35-39,24-39,Open,81.3,83,175.0,182.5,195.0,,195.0,120.0,127.5,130.0,,130.0,195.0,210.0,220.0,,220.0,545.0,10,372.29,368.36,354.67,76.24,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Marto Metselaar,M,SBD,Raw,24.5,24-34,24-39,Open,102.0,105,215.0,225.0,,,225.0,130.0,-137.5,140.0,,140.0,225.0,235.0,245.0,,245.0,610.0,11,372.31,368.39,351.77,76.34,Yes,Netherlands,,KNKF-SP,IPF,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Nooraldeen Hameed,M,SBD,Raw,20.5,20-23,19-23,Open,81.9,83,170.0,-180.0,180.0,,180.0,115.0,122.5,130.0,,130.0,210.0,225.0,237.5,,237.5,547.5,3,372.42,368.39,354.58,76.3,Yes,Netherlands,,KNKF-SP,IPF,2022-07-16,Netherlands,,Wezep,PWG Summer Cup
Natasja Martis,F,SBD,Raw,43.5,40-44,40-49,Masters 1,61.15,63,-110.0,115.0,117.5,,117.5,75.0,80.0,82.5,,82.5,122.5,135.0,140.0,,140.0,340.0,7,372.45,373.55,329.97,75.86,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Virgil Woerdings,M,SBD,Raw,22.5,20-23,19-23,Open,101.9,105,205.0,215.0,-220.0,,215.0,-120.0,120.0,-125.0,,120.0,250.0,265.0,275.0,,275.0,610.0,13,372.46,368.52,351.9,76.38,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Michiel de Graaff,M,SBD,Raw,22.5,20-23,19-23,Open,65.0,66,152.5,160.0,165.0,,165.0,92.5,97.5,100.0,,100.0,195.0,-205.0,205.0,,205.0,470.0,1,372.48,373.74,363.44,73.86,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Christine Rebello,F,SBD,Raw,45.5,45-49,40-49,Masters 1,51.24,52,100.0,-107.5,-107.5,,100.0,57.5,62.5,-65.0,,62.5,130.0,140.0,-150.0,,140.0,302.5,6,372.53,381.41,338.28,77.36,Yes,Netherlands,,IPF,IPF,2018-06-06,Canada,,Calgary,World Classic Powerlifting Championships
Corine Ganga,F,SBD,Raw,23.5,24-34,24-39,Open,77.85,84,130.0,137.5,142.5,,142.5,67.5,72.5,77.5,,77.5,160.0,162.5,170.0,,170.0,390.0,1,372.56,362.46,318.32,76.04,Yes,Netherlands,,KNKF-SP,IPF,2019-10-05,Netherlands,ZH,Delft,Dutch Student Championships
Sven Jansen,M,SBD,Raw,26.5,24-34,24-39,Open,176.1,120+,255.0,267.5,275.0,,275.0,170.0,182.5,-187.5,,182.5,-265.0,265.0,-272.5,,265.0,722.5,3,372.61,390.2,365.02,72.45,Yes,Netherlands,,KNKF-SP,IPF,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Sven Jansen,M,SBD,Raw,26.5,24-34,24-39,Open,178.5,120+,260.0,-275.0,275.0,,275.0,170.0,180.0,185.0,,185.0,265.0,-275.0,-275.0,,265.0,725.0,1,372.62,390.7,365.57,72.38,Yes,Netherlands,,KNKF-SP,IPF,2016-06-11,Netherlands,NB,Tilburg,DRC Cup
Katinka van Baalen,F,SBD,Raw,18.5,18-19,19-23,Juniors,56.93,57,100.0,107.5,-110.0,,107.5,67.5,72.5,-75.0,,72.5,125.0,137.5,145.0,,145.0,325.0,3,372.65,377.49,333.8,76.3,Yes,Netherlands,,IPF,IPF,2015-06-05,Finland,,Salo,World Classic Powerlifting Championships
David Vesseur,M,SBD,Raw,23.5,24-34,24-39,Open,80.0,83,170.0,,,,170.0,140.0,150.5,-160.0,,150.5,200.0,220.0,-240.0,,220.0,540.5,5,372.7,369.0,355.54,76.23,Yes,Netherlands,,KNKF-SP,IPF,2019-10-05,Netherlands,ZH,Delft,Dutch Student Championships
Tim de Pater,M,SBD,Raw,23.5,24-34,24-39,Open,81.74,83,185.0,195.0,202.5,,202.5,110.0,117.5,125.0,,125.0,210.0,220.0,-230.0,,220.0,547.5,8,372.83,368.83,355.03,76.38,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Kevin van Emmerik,M,SBD,Raw,22.5,20-23,19-23,Juniors,91.06,93,185.0,195.0,202.5,,202.5,137.5,142.5,-147.5,,142.5,217.5,227.5,235.0,,235.0,580.0,13,372.84,368.1,352.61,76.66,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Coen Wijnia,M,SBD,Raw,25.5,24-34,24-39,Open,129.3,120+,220.0,230.0,235.0,,235.0,185.0,-190.0,-190.0,,185.0,235.0,245.0,-267.5,,245.0,665.0,2,372.97,376.49,359.76,74.88,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Justin Schulz,M,SBD,Raw,24.5,24-34,24-39,Open,92.6,93,187.5,200.0,205.0,,205.0,137.5,-142.5,-142.5,,137.5,227.5,235.0,242.5,,242.5,585.0,21,372.98,368.25,352.51,76.69,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Quinten Doornbos,M,SBD,Raw,20.5,20-23,19-23,Open,91.78,93,190.0,202.5,-210.0,,202.5,125.0,135.0,-140.0,,135.0,225.0,235.0,245.0,,245.0,582.5,4,373.0,368.25,352.64,76.7,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Robin Bosch,M,SBD,Raw,28.5,24-34,24-39,Open,103.55,105,190.0,200.0,210.0,,210.0,145.0,155.0,160.0,,160.0,225.0,240.0,245.0,,245.0,615.0,5,373.01,369.33,352.65,76.42,Yes,Netherlands,,KNKF-SP,IPF,2017-09-30,Netherlands,GE,Nijmegen,SBD Cup
Bibi Stellema,F,SBD,Raw,20.5,20-23,19-23,Open,67.88,69,127.5,-132.5,-132.5,,127.5,-75.0,77.5,80.0,,80.0,145.0,150.0,155.0,,155.0,362.5,6,373.03,368.49,325.03,75.8,Yes,Netherlands,,KNKF-SP,IPF,2021-05-22,Netherlands,,Maasland,Open NK Powerliften Classic Dames
Sven Jansen,M,SBD,Raw,27.5,24-34,24-39,Open,177.7,120+,245.0,260.0,270.0,,270.0,180.0,190.0,-195.0,,190.0,250.0,265.0,-275.0,,265.0,725.0,1,373.04,390.98,365.81,72.49,Yes,Netherlands,,KNKF-SP,IPF,2017-10-14,Netherlands,NB,Tilburg,Dutch Student Powerlifting Championships
Mike Beelen,M,SBD,Raw,30.5,24-34,24-39,Open,90.16,93,207.5,217.5,-220.0,,217.5,105.0,112.5,-117.5,,112.5,235.0,247.5,-255.0,,247.5,577.5,5,373.08,368.34,352.99,76.71,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Nikki Klein,F,SBD,Raw,20.5,20-23,19-23,Open,51.73,52,97.5,102.5,105.0,,105.0,57.5,60.0,-62.5,,60.0,125.0,135.0,140.0,,140.0,305.0,2,373.11,381.76,338.46,77.36,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Larissa Bastiani,F,SBD,Raw,26.5,24-34,24-39,Open,96.66,84+,135.0,142.5,150.0,,150.0,72.5,77.5,80.0,,80.0,183.0,195.5,201.5,,201.5,431.5,1,373.22,363.08,313.2,77.69,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Jacqueline Klaver,F,SBD,Raw,21.5,20-23,19-23,Open,68.61,72,125.0,132.5,135.0,,135.0,55.0,57.5,-60.0,,57.5,152.5,162.5,172.5,,172.5,365.0,4,373.32,368.23,324.73,75.86,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
David Vesseur,M,SBD,Raw,21.5,20-23,19-23,Open,73.8,74,180.0,182.5,195.0,,195.0,115.0,-122.5,-122.5,,115.0,195.0,205.0,-210.0,,205.0,515.0,8,373.34,371.16,358.88,75.71,Yes,Netherlands,,KNKF-SP,IPF,2017-12-09,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Yvette van Benten,F,SBD,Raw,25.5,24-34,24-39,Open,74.68,76,147.5,155.0,-160.0,,155.0,65.0,67.5,70.0,,70.0,150.0,157.5,-162.5,,157.5,382.5,8,373.39,364.6,320.77,76.05,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Jefta Delfos,M,SBD,Raw,32.5,24-34,24-39,Open,79.0,83,160.0,167.5,175.0,,175.0,117.5,122.5,127.5,,127.5,215.0,227.5,235.0,,235.0,537.5,17,373.41,369.9,356.61,76.3,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Joran Vestering,M,SBD,Raw,18.5,18-19,19-23,Juniors,92.36,93,210.0,217.5,222.5,,222.5,125.0,130.0,132.5,,132.5,215.0,230.0,-240.0,,230.0,585.0,12,373.45,368.71,352.99,76.79,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Mike Beelen,M,SBD,Raw,28.5,24-34,24-39,Open,89.2,93,192.5,202.5,212.5,,212.5,105.0,112.5,117.5,,117.5,230.0,245.0,-255.0,,245.0,575.0,4,373.48,368.76,353.56,76.78,Yes,Netherlands,,KNKF-SP,IPF,2020-02-01,Netherlands,,Groningen,Northside Barbell Cup
Kadum Al-Buarab,M,SBD,Raw,31.5,24-34,24-39,Open,82.1,83,182.5,192.5,-200.0,,192.5,-125.0,125.0,132.5,,132.5,215.0,225.0,-232.5,,225.0,550.0,3,373.6,369.53,355.64,76.56,Yes,Netherlands,,KNKF-SP,IPF,2020-09-20,Netherlands,,Weert,Loods 37 Cup Powerlifting Classic
Michelle de Jong #1,F,SBD,Raw,22.5,20-23,19-23,Open,74.6,76,-132.5,-132.5,132.5,,132.5,82.5,87.5,-90.0,,87.5,155.0,162.5,-167.5,,162.5,382.5,5,373.6,364.84,321.0,76.09,Yes,Netherlands,,KNKF-SP,IPF,2021-05-22,Netherlands,,Maasland,Open NK Powerliften Classic Dames
Kaan Yalcin,M,SBD,Raw,19.5,20-23,19-23,Open,82.75,83,-170.0,185.0,-200.0,,185.0,105.0,120.0,-132.5,,120.0,-220.0,235.0,247.5,,247.5,552.5,11,373.62,369.46,355.44,76.6,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Joey Ma,M,SBD,Raw,21.5,20-23,19-23,Open,80.8,83,175.0,185.0,195.0,,195.0,-110.0,115.0,-122.5,,115.0,220.0,235.0,-250.0,,235.0,545.0,2,373.62,369.76,356.12,76.48,Yes,Netherlands,,KNKF-SP,IPF,2015-09-06,Netherlands,GE,Nijmegen,SBD Cup
Tara Smit,F,SBD,Raw,22.5,20-23,19-23,Juniors,71.9,72,-130.0,-130.0,130.0,,130.0,72.5,77.5,-80.0,,77.5,162.5,-167.5,167.5,,167.5,375.0,3,373.63,366.35,322.71,75.99,Yes,Netherlands,,KNKF-SP,IPF,2020-03-07,Netherlands,NH,Oudkarspel,Dutch Juniors Classic Powerlifting Championships
Scott Wenmakers,M,SBD,Raw,40.5,40-44,40-49,Open,92.24,93,190.0,-200.0,205.0,,205.0,130.0,135.0,140.0,,140.0,220.0,235.0,240.0,,240.0,585.0,5,373.69,368.94,353.23,76.84,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Dominic Therattil,M,SBD,Raw,19.5,20-23,19-23,Open,63.9,66,137.5,147.5,152.5,,152.5,-82.5,85.0,92.5,,92.5,205.0,217.5,220.5,,220.5,465.5,3,373.74,375.54,365.49,73.82,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Jordy van Muijen,M,SBD,Raw,23.5,24-34,24-39,Open,130.0,120+,222.5,235.0,245.0,,245.0,137.5,145.0,-152.5,,145.0,277.5,-285.0,-285.0,,277.5,667.5,3,373.76,377.53,360.65,74.99,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Zorin Wijnands,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,109.5,120,200.0,210.0,-220.0,,210.0,130.0,138.0,140.0,,140.0,255.0,270.0,280.0,,280.0,630.0,1,373.77,371.27,354.8,76.29,Yes,Netherlands,,KNKF-SP,IPF,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships
Aron Muijsenberg,M,SBD,Raw,22.5,20-23,19-23,Juniors,92.2,93,175.0,185.0,-190.0,,185.0,130.0,135.0,140.0,,140.0,235.0,250.0,260.0,,260.0,585.0,9,373.77,369.01,353.31,76.85,Yes,Netherlands,,KNKF-SP,IPF,2015-12-12,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Patrick van der Putten,M,SBD,Raw,33.5,24-34,24-39,Open,105.1,120,180.0,190.0,200.0,,200.0,180.0,-190.0,,,180.0,215.0,230.0,240.0,,240.0,620.0,1,373.78,370.36,353.66,76.51,Yes,Netherlands,,KNKF-SP,IPF,2014-09-06,Netherlands,NB,Tilburg,Qualifier Dutch Classic Powerlifting Championships
Roy Kreuger,M,SBD,Raw,24.5,24-34,24-39,Open,102.95,105,200.0,210.0,215.0,,215.0,-137.5,140.0,145.0,,145.0,240.0,255.0,-265.0,,255.0,615.0,8,373.91,370.12,353.41,76.63,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Denzil Vreugd,M,SBD,Raw,42.5,40-44,40-49,Open,78.2,83,165.0,175.0,185.0,,185.0,122.5,127.5,130.0,,130.0,195.0,210.0,220.0,,220.0,535.0,5,373.96,370.62,357.46,76.34,Yes,Netherlands,,KNKF-SP,IPF,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup
Joran Vestering,M,SBD,Raw,18.5,18-19,19-23,Open,89.74,93,210.0,217.5,-225.0,,217.5,120.0,125.0,130.0,,130.0,217.5,230.0,-240.0,,230.0,577.5,6,373.96,369.22,353.9,76.88,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Nathalie Hillenga,F,SBD,Raw,30.5,24-34,24-39,Open,62.18,63,115.0,120.0,-125.0,,120.0,67.5,-70.0,-70.0,,67.5,142.5,150.0,157.5,,157.5,345.0,2,374.04,374.22,330.5,76.13,Yes,Netherlands,,KNKF-SP,IPF,2018-09-22,Netherlands,GE,Nijmegen,SBD Cup
Sharon Rietveld,F,SBD,Raw,30.5,24-34,24-39,Open,70.89,72,125.0,130.0,132.5,,132.5,62.5,70.0,-72.5,,70.0,155.0,162.5,170.0,,170.0,372.5,4,374.05,367.39,323.75,76.05,Yes,Netherlands,,KNKF-SP,IPF,2017-12-09,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Mike Beelen,M,SBD,Raw,30.5,24-34,24-39,Open,92.01,93,207.5,220.0,225.0,,225.0,107.5,-115.0,115.0,,115.0,235.0,-245.0,245.0,,245.0,585.0,27,374.14,369.38,353.69,76.93,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Miranda van de Pol,F,SBD,Raw,39.5,35-39,40-49,Masters 1,70.85,72,122.5,127.5,132.5,,132.5,77.5,80.0,-82.5,,80.0,147.5,155.0,160.0,,160.0,372.5,3,374.17,367.53,323.88,76.07,Yes,Netherlands,,EPF,IPF,2020-03-09,France,,Albi,European Masters Classic Powerlifting Championships
Tim van de Geijn,M,SBD,Raw,20.5,20-23,19-23,Juniors,88.86,93,200.0,205.0,-210.0,,205.0,130.0,135.0,-140.0,,135.0,225.0,235.0,-240.0,,235.0,575.0,14,374.21,369.49,354.32,76.92,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Eva de Langen,F,SBD,Raw,22.5,20-23,19-23,Juniors,56.55,57,110.0,115.0,-120.0,,115.0,57.5,60.0,-62.5,,60.0,142.5,150.0,-157.5,,150.0,325.0,2,374.29,379.48,335.6,76.69,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Aron Rijn,M,SBD,Raw,20.5,20-23,19-23,Open,103.7,105,202.5,212.5,225.0,,225.0,125.0,132.5,137.5,,137.5,245.0,255.0,-272.5,,255.0,617.5,12,374.3,370.63,353.9,76.68,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Barbara Claassen,F,SBD,Raw,47.5,45-49,40-49,Masters 1,99.3,84+,160.0,172.5,180.0,,180.0,77.5,-85.0,-85.0,,77.5,165.0,175.0,180.0,,180.0,437.5,4,374.36,365.01,313.85,78.18,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Martijn Warndorff,M,SBD,Raw,24.5,24-34,24-39,Open,83.1,93,-170.0,180.0,190.0,,190.0,-125.0,-125.0,132.5,,132.5,210.0,222.5,232.5,,232.5,555.0,13,374.42,370.2,356.09,76.78,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Faustino de Groot,M,SBD,Raw,25.5,24-34,24-39,Open,58.84,59,130.0,140.0,-146.0,,140.0,97.5,102.5,-107.5,,102.5,185.5,194.0,-200.0,,194.0,436.5,1,374.44,379.04,370.55,72.33,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Boyd Thijssens,M,SBD,Raw,26.5,24-34,24-39,Open,100.6,105,215.0,-225.0,,,215.0,130.0,135.0,140.0,,140.0,245.0,255.0,,,255.0,610.0,7,374.5,370.36,353.7,76.84,Yes,Netherlands,,KNKF-SP,IPF,2017-06-10,Netherlands,NB,Tilburg,DRC Cup
Katinka van Baalen,F,SBD,Raw,21.5,20-23,19-23,Juniors,56.5,57,105.0,110.0,-112.5,,110.0,75.0,-80.0,-80.0,,75.0,140.0,-147.5,-147.5,,140.0,325.0,12,374.51,379.74,335.84,76.74,Yes,Netherlands,,EPF,IPF,2018-11-24,Lithuania,,Kaunas,European Classic Powerlifting Championships
Faustino de Groot,M,SBD,Raw,26.5,24-34,24-39,Open,58.9,59,135.0,145.0,-147.5,,145.0,97.5,-105.0,-105.0,,97.5,185.0,194.5,-220.0,,194.5,437.0,2,374.55,379.12,370.6,72.38,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Quinn Kruisweg,M,SBD,Raw,20.5,20-23,19-23,Open,80.44,83,160.0,170.0,180.0,,180.0,115.0,122.5,130.0,,130.0,220.0,235.0,-250.0,,235.0,545.0,4,374.59,370.79,357.18,76.65,Yes,Netherlands,,KNKF-SP,IPF,2021-12-18,Netherlands,,Wezep,PWG Cup Powerliften Classic
Senja-Irene Torres Perez De San Roman,F,SBD,Raw,30.5,24-34,24-39,Open,62.76,63,135.0,-142.5,-142.5,,135.0,70.0,72.5,75.0,,75.0,130.0,135.0,137.5,,137.5,347.5,7,374.61,374.28,330.51,76.21,Yes,Netherlands,,KNKF-SP,IPF,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup
Sanne van der Ploeg,F,SBD,Raw,20.5,20-23,19-23,Open,62.02,63,100.0,112.5,120.0,,120.0,62.5,70.0,-75.0,,70.0,130.0,142.5,155.0,,155.0,345.0,8,374.63,374.96,331.16,76.26,Yes,Netherlands,,KNKF-SP,IPF,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup
Manon Willemsen,F,SBD,Raw,21.5,20-23,19-23,Open,67.38,69,122.5,127.5,130.0,,130.0,65.0,67.5,70.0,,70.0,150.0,155.0,162.5,,162.5,362.5,6,374.63,370.45,326.8,76.12,Yes,Netherlands,,EPF,IPF,2022-03-24,Luxembourg,,Hamm,European University Cup
William van der Struis,M,SBD,Raw,32.5,24-34,24-39,Open,81.7,83,180.0,187.5,-192.5,,187.5,140.0,-145.0,145.0,,145.0,200.0,212.5,217.5,,217.5,550.0,11,374.64,370.62,356.77,76.75,Yes,Netherlands,,KNKF-SP,IPF,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Wesley Kruise,M,SBD,Raw,23.5,24-34,24-39,Open,91.72,93,200.0,210.0,220.0,,220.0,125.0,130.0,135.0,,135.0,205.0,215.0,230.0,,230.0,585.0,20,374.72,369.95,354.28,77.05,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Kabir Razack,M,SBD,Raw,21.5,20-23,19-23,Open,65.4,66,165.0,175.0,-182.5,,175.0,105.0,-110.0,-110.0,,105.0,190.0,195.0,-200.0,,195.0,475.0,2,374.72,375.79,365.32,74.4,Yes,Netherlands,,KNKF-SP,IPF,2019-10-05,Netherlands,ZH,Delft,Dutch Student Championships
Thijs van den Dobbelsteen,M,SBD,Raw,16.5,16-17,14-18,Open,90.9,93,202.5,210.0,212.5,,212.5,125.0,-132.5,132.5,,132.5,225.0,235.0,237.5,,237.5,582.5,29,374.78,370.01,354.46,77.06,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Sebastiaan Rodrigues de Miranda,M,SBD,Raw,23.5,24-34,24-39,Open,103.3,105,205.0,220.0,225.0,,225.0,115.0,125.0,132.5,,132.5,245.0,-255.0,260.0,,260.0,617.5,7,374.9,371.16,354.4,76.82,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Sven Kapteyn,M,SBD,Raw,21.5,20-23,19-23,Open,90.82,93,180.0,190.0,200.0,,200.0,120.0,127.5,132.5,,132.5,220.0,235.0,250.0,,250.0,582.5,28,374.94,370.17,354.63,77.09,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Sven Jansen,M,SBD,Raw,25.5,24-34,24-39,Open,167.2,120+,250.0,265.0,-270.0,,265.0,160.0,170.0,175.0,,175.0,257.5,277.5,-287.5,,277.5,717.5,2,374.99,390.72,365.12,73.22,Yes,Netherlands,,KNKF-SP,IPF,2015-06-13,Netherlands,NB,Tilburg,DRC Cup
Kabir Razack,M,SBD,Raw,23.5,24-34,24-39,Open,81.56,83,180.0,190.0,200.0,,200.0,110.0,115.0,120.0,,120.0,210.0,220.0,230.0,,230.0,550.0,7,375.01,371.01,357.17,76.81,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
André Haverlag,M,SBD,Raw,22.5,20-23,19-23,Open,92.38,93,195.0,202.5,210.0,,210.0,127.5,132.5,-137.5,,132.5,245.0,-257.5,-257.5,,245.0,587.5,25,375.01,370.24,354.45,77.11,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Coen de Heer,M,SBD,Raw,20.5,20-23,19-23,Open,103.2,105,185.0,200.0,210.0,,210.0,-135.0,145.0,147.5,,147.5,235.0,250.0,260.0,,260.0,617.5,3,375.05,371.29,354.53,76.86,Yes,Netherlands,,KNKF-SP,IPF,2017-10-14,Netherlands,NB,Tilburg,Dutch Student Powerlifting Championships
Nando Kolk,M,SBD,Raw,21.5,20-23,19-23,Juniors,98.38,105,180.0,192.5,200.0,,200.0,130.0,135.0,-140.0,,135.0,247.5,265.0,270.0,,270.0,605.0,11,375.06,370.66,354.13,77.03,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Ivar Dirks,M,SBD,Raw,19.5,20-23,19-23,Open,102.18,105,205.0,215.0,-222.5,,215.0,130.0,140.0,-145.0,,140.0,220.0,240.0,260.0,,260.0,615.0,8,375.08,371.16,354.41,76.9,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Sven den Houting,M,SBD,Raw,41.5,40-44,40-49,Open,104.2,105,230.0,245.0,-255.0,,245.0,140.0,145.0,-150.0,,145.0,220.0,230.0,,,230.0,620.0,12,375.08,371.49,354.72,76.82,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Bram de Ruiter,M,SBD,Raw,23.5,24-34,24-39,Open,72.7,74,157.5,165.0,170.0,,170.0,95.0,100.0,-105.0,,100.0,215.0,230.0,242.5,,242.5,512.5,1,375.21,373.37,361.25,75.94,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
